"","ADM_RATE","ACTCMMID","UGDS","TUITIONFEE_IN","TUITFTE","INEXPFTE","AVGFACSAL","PFTFAC","PFTFTUG1_EF","AGE_ENTRY","yvals","names"
"10165",0.6798,27,1729,23730,12413,9105,6590,0.9794,0.9,20.791208791,0.6388,"Lewis & Clark College"
"10177",0.7472,22,421,15435,8884,4438,3994,1,0.9692,27.41875,0.3205,"Northwest Christian University"
"10184",0.8671,25,1161,19295,7806,4390,5199,1,0.7314,20.877138414,0.5299,"Pacific University"
"10193",0.5495,31,1328,27560,20515,15326,7136,0.9167,0.8876,19.77672209,0.6751,"Reed College"
"10198",0.9172,22,4597,3687,4034,4496,4847,0.7724,0.5436,23.886281588,0.3138,"Southern Oregon University"
"10203",0.7906,25,689,15175,16739,4753,3427,0.9143,0.518,24.01417004,0.5125,"Corban University"
"10207",0.8299,28,1722,24050,11698,10045,6797,0.6241,0.8345,20.045941807,0.7804,"Willamette University"
"10208",0.9167,20,4391,3720,3624,4212,4956,0.4765,0.5564,21.896645512,0.3167,"Western Oregon University"
"10216",0.8005,25,1897,23380,12251,8128,5771,0.8107,0.9306,19.571257485,0.7304,"Allegheny College"
"10228",0.8378,22,768,10620,8091,2634,3316,1,0.6487,20.407809111,0.5548,"Summit University of Pennsylvania"
"10245",0.6691,22,1605,14006,10426,5755,4990,0.3226,0.4296,26.710233029,0.5946,"Carlow University"
"10246",0.3812,30,5347,27116,17162,20761,9092,0.8017,0.9985,19.885572139,0.8232,"Carnegie Mellon University"
"10247",0.7259,22,1618,19615,8335,5459,5014,0.8875,0.5,26.291666667,0.5866,"Cedar Crest College"
"10251",0.694,19,810,17500,8251,5565,4399,0.2184,0.4605,27.98415493,0.6753,"Chestnut Hill College"
"10264",0.8303,21,1634,18430,6524,3856,5141,1,0.8395,21.143189756,0.5143,"Delaware Valley University"
"10265",0.5123,27,2218,26635,14013,9981,5915,0.867,0.9471,19.392370572,0.7882,"Dickinson College"
"10271",0.9129,24,5460,18527,13372,7646,6455,1,0.8337,21.515084621,0.7157,"Duquesne University"
"10275",0.6901,18,6788,5464,4023,4916,6799,0.8864,0.9691,22.066122679,0.5048,"Edinboro University of Pennsylvania"
"10299",0.8396,21,2342,15780,9617,5340,4669,0.6173,0.81,21.43718593,0.6647,"Gannon University"
"10300",0.9614,22,1775,14760,7574,5018,4746,0.5315,0.6295,27.030130293,0.5595,"Geneva College"
"10317",0.8933,21,2768,16000,9154,4498,4431,1,1,29.363120567,0.505,"Immaculata University"
"10332",0.7661,19,1614,12790,6315,3881,5455,0.2864,0.4836,23.167785235,0.4539,"La Roche College"
"10335",0.3617,27,2260,26044,15943,13183,7831,1,1,19.491610738,0.8531,"Lafayette College"
"10336",0.8982,21,639,10990,7393,3938,4123,0.7879,0.6545,22.228650138,0.5876,"Lancaster Bible College"
"10350",0.83,19,2098,5606,4205,4681,6492,0.8992,0.8717,21.370386266,0.5281,"Lock Haven University"
"10359",0.7376,20,2931,5624,4131,5831,7129,0.8031,0.8916,22.180525164,0.4864,"Mansfield University of Pennsylvania"
"10364",0.7062,18,3424,15945,9066,5236,4528,1,0.8636,22.843693694,0.5009,"Mercyhurst University"
"10365",0.7743,26,2863,18136,11975,6540,5338,0.6241,0.8914,19.669360764,0.7411,"Messiah College"
"10418",0.2101,30,11946,27988,16736,22454,11752,0.8165,0.9177,21.763100437,0.9176,"University of Pennsylvania"
"10421",0.6806,23,971,11990,9744,4576,3820,0.4906,0.6306,24.261036468,0.597,"Cairn University-Langhorne"
"10427",0.8516,21,3112,8470,7537,3639,5211,0.8734,0.8135,20.510133179,0.5906,"University of Pittsburgh-Johnstown"
"10428",0.5975,26,17350,8528,9906,9677,7848,0.7582,0.7709,21.017478006,0.6364,"University of Pittsburgh-Pittsburgh Campus"
"10436",0.7892,22,2681,14348,9617,3420,5222,0.2437,0.4031,24.944312796,0.3927,"Point Park University"
"10447",0.6464,21,3665,12720,9558,4117,6393,1,0.4877,22.800105764,0.5175,"Robert Morris University"
"10450",0.8646,23,1309,18074,10160,5491,5372,1,0.7514,21.140376266,0.6387,"Saint Francis University"
"10453",0.8358,24,1180,18080,10214,5758,5493,1,0.678,21.090483619,0.6937,"Saint Vincent College"
"10477",0.6158,21,20586,7602,10318,10520,8006,0.5201,0.5659,21.891590131,0.4701,"Temple University"
"10478",0.8133,20,1253,13424,8844,4915,4705,0.604,0.8228,20.101376721,0.4241,"Thiel College"
"10490",0.4712,27,6917,24798,14575,9099,7409,1,1,19.978202847,0.8529,"Villanova University"
"10493",0.5128,24,1188,21258,6774,5227,6010,1,1,19.672504378,0.729,"Washington & Jefferson College"
"10494",0.7887,20,1330,13200,4400,3033,4648,0.4583,0.6975,23.264044944,0.541,"Waynesburg University"
"10500",0.7758,23,1359,18960,8472,6739,5321,1,0.9972,19.842105263,0.773,"Westminster College"
"10506",0.6761,20,508,15530,17435,19928,4352,1,0.335,26.487323944,0.4607,"Wilson College"
"10512",0.1686,29,5806,27856,16138,17650,9271,0.8314,0.861,19.780959198,0.9462,"Brown University"
"10513",0.7152,23,2893,20988,17462,6507,8135,0.6667,0.8512,19.85375817,0.6427,"Bryant University"
"10519",0.4899,25,4020,20820,12130,7059,6846,0.6058,0.8702,20.072597865,0.8529,"Providence College"
"10524",0.8434,22,4121,20610,19749,13818,6792,1,0.8969,20.275565124,0.4847,"Roger Williams University"
"10525",0.5868,22,1844,19000,12374,5235,5570,0.3918,0.9293,19.742408377,0.5903,"Salve Regina University"
"10532",0.7339,20,1639,12250,6006,2736,4557,1,0.5411,23.028387097,0.4167,"Anderson University"
"10533",0.7747,20,2343,13482,7109,3881,4759,0.9245,0.6457,22.145127851,0.3041,"Charleston Southern University"
"10536",0.6937,19,2024,13450,5390,2882,4246,1,0.6257,32.69348659,0.3699,"Southern Wesleyan University"
"10541",0.8284,23,2037,4067,3695,4321,6005,1,0.9253,20.369369369,0.6617,"Citadel Military College of South Carolina"
"10543",0.5183,27,13583,5834,5596,6743,6976,0.8716,0.7761,20.518018018,0.7167,"Clemson University"
"10545",0.2959,20,1127,15240,17764,8392,4638,0.5789,0.211,28.863928113,0.5405,"Coker College"
"10549",0.572,23,608,17860,3150,2941,4786,0.8889,0.8092,24.066465257,0.4902,"Converse College"
"10551",0.6851,23,587,16715,7115,4139,5245,0.679,0.9066,19.640264026,0.709,"Erskine College"
"10554",0.7554,19,2864,4190,2852,4474,5277,0.7822,0.7475,21.313990974,0.3978,"Francis Marion University"
"10555",0.5835,28,2756,21264,11731,10073,6738,0.9114,0.9584,19.981792717,0.8176,"Furman University"
"10561",0.8665,21,2552,4804,3023,4261,5226,1,0.9943,21.734693878,0.4897,"Lander University"
"10562",0.5867,18,2448,11500,5928,3247,3208,1,0.3758,30.132196162,0.2759,"Limestone College"
"10567",0.7652,20,748,16341,8550,4678,2990,1,0.8651,20.413865546,0.5513,"Newberry College"
"10568",0.8724,21,1459,8910,4587,2946,3848,0.5833,0.7763,20.420991926,0.3659,"North Greenville University"
"10572",0.5773,20,2994,4374,3318,4324,5261,0.8926,0.5657,23.784810127,0.3641,"University of South Carolina-Aiken"
"10574",0.6969,24,15575,4984,5214,8147,7086,0.9253,0.7463,21.271606817,0.5981,"University of South Carolina-Columbia"
"10579",0.7418,21,4834,4430,4932,4058,5087,0.6699,1,21.673139159,0.3536,"Coastal Carolina University"
"10580",0.5555,16,3394,4556,3642,5363,5130,0.7365,0.7537,21.767378216,0.5094,"South Carolina State University"
"10581",0.8055,20,4111,4748,3619,3878,5140,0.9167,0.5516,23.817261118,0.363,"University of South Carolina-Upstate"
"10591",0.7449,22,4826,5600,3259,4425,5343,0.6147,0.7616,21.207306338,0.5505,"Winthrop University"
"10592",0.6703,25,1084,19415,13268,5719,5692,1,0.9612,19.507246377,0.7457,"Wofford College"
"10594",0.855,25,1804,15892,8109,6628,4895,0.6688,0.9165,20.891231964,0.6266,"Augustana University"
"10596",0.9461,21,3208,4193,3052,3227,4875,0.9754,0.5229,23.42878942,0.2611,"Black Hills State University"
"10599",0.8647,21,1560,4042,3974,4631,5130,0.7083,0.9216,22.126865672,0.4233,"Dakota State University"
"10606",0.8952,22,889,11580,8117,3263,4242,0.4286,1,23.783928571,0.4615,"Mount Marty College"
"10614",0.9293,24,1913,3959,3055,5117,6224,0.8712,0.6398,22.104931794,0.4294,"South Dakota School of Mines and Technology"
"10615",0.9405,22,7835,4088,3275,5099,5491,0.7475,0.612,21.184235977,0.5476,"South Dakota State University"
"10627",0.5347,22,6933,3454,2668,4287,5383,0.5736,0.4561,24.860294118,0.3153,"Austin Peay State University"
"10628",0.6081,22,593,3360,4803,6723,4759,0.6508,0.0685,27.494186047,0.3158,"Baptist Memorial College of Health Sciences"
"10629",0.7801,25,2731,14450,10706,7617,5690,0.5049,0.9813,22.289473684,0.5455,"Belmont University"
"10630",0.6336,22,924,8180,8328,2619,4161,0.766,1,29.384864865,0.2167,"Bethel University"
"10631",0.783,23,602,12700,7742,3239,4008,0.6667,0.8207,23.561959654,0.5447,"Bryan College-Dayton"
"10634",0.4326,23,1561,16240,8612,4679,4727,0.6,0.9957,23.816023739,0.5091,"Christian Brothers University"
"10640",0.7326,20,912,11660,6358,4103,3721,1,0.5413,22.679715302,0.4156,"Cumberland University"
"10641",0.5766,24,2292,10950,10901,7369,5076,0.5025,0.7586,20.731875719,0.5615,"Lipscomb University"
"10645",0.8264,22,9002,3311,3211,9718,5252,0.6813,0.5951,23.99563543,0.342,"East Tennessee State University"
"10650",0.7421,19,792,10400,7033,7439,4767,0.7037,0.868,20.486997636,0.6193,"Fisk University"
"10652",0.9952,23,1422,10158,6075,5641,4829,0.8034,0.8398,20.153930131,0.5,"Freed-Hardeman University"
"10660",0.9141,22,699,5670,8981,9671,4447,0.6053,0.702,22.258145363,0.4405,"Johnson University"
"10662",0.5986,23,573,13980,5305,6021,3603,0.7324,0.5852,23.050938338,0.6269,"King University"
"10664",0.7122,22,869,10500,5718,5044,3646,1,0.9898,20.860813704,0.3965,"LAMBUTH UNIVERSITY"
"10665",0.3777,16,514,6570,3504,2449,3556,0.9773,0.8399,20.801608579,0.2791,"Lane College"
"10668",0.7529,20,964,11760,6373,3737,3771,0.6612,0.8882,26.069111425,0.4811,"Lincoln Memorial University"
"10671",0.796,24,1019,18835,8192,5333,4856,0.6509,0.7365,21.076642336,0.6448,"Maryville College"
"10676",0.7536,21,286,13800,15949,8350,4033,0.4286,0.6182,22.140703518,0.2647,"Memphis College of Art"
"10678",0.883,22,12520,3704,3590,5369,6147,0.6187,0.9428,24.242074928,0.3367,"University of Memphis"
"10681",0.7908,24,457,10920,4395,1651,4451,0.2385,0.0636,31.741456166,0.193,"CRICHTON COLLEGE"
"10682",0.7813,22,19160,3442,3110,4441,5646,0.697,0.6143,22.446447508,0.3907,"Middle Tennessee State University"
"10684",0.8817,23,752,14340,7614,4738,4256,0.6535,0.9939,22.161057692,0.5676,"Milligan College"
"10692",0.5222,20,71,10440,10756,4474,2658,0.0889,0.8889,23.728571429,1,"O'More College of Design"
"10696",0.6955,28,1534,21366,14148,12081,5716,0.9085,0.9563,19.413875598,0.7307,"Rhodes College"
"10702",0.737,26,1329,22570,16453,13057,6608,0.8759,0.9107,19.611445783,0.7644,"Sewanee-The University of the South"
"10710",1,18,1714,12220,9387,7057,3680,1,0.9481,21.202839757,0.9503,"Southern Adventist University"
"10713",0.5484,21,6943,3550,3905,4595,5680,0.6239,0.6377,22.49682243,0.4386,"The University of Tennessee-Chattanooga"
"10714",0.8814,24,19580,4056,3130,6370,6979,0.9376,0.7198,21.71831404,0.5793,"The University of Tennessee-Knoxville"
"10715",0.5542,21,5293,3550,3778,4453,5119,0.985,0.6826,22.12456446,0.3918,"The University of Tennessee-Martin"
"10718",0.3493,19,5935,3272,4241,6478,5215,0.7041,0.5624,22.313314448,0.4666,"Tennessee State University"
"10719",0.7939,22,7157,3266,2688,4719,5807,1,0.6846,22.256656017,0.4832,"Tennessee Technological University"
"10721",0.8187,22,1102,11390,7678,3790,4581,0.4205,0.1671,26.65456821,0.3069,"Trevecca Nazarene University"
"10724",0.8825,24,1910,13700,7135,5405,5201,1,0.6054,22.877652934,0.5488,"Union University"
"10725",0.4626,29,6097,26400,16151,39194,8914,0.6545,0.9403,19.891275168,0.8431,"Vanderbilt University"
"10731",0.6124,23,4131,12430,8072,5030,5198,1,0.7897,20.910223145,0.5445,"Abilene Christian University"
"10741",0.6433,21,5779,2506,2261,5094,5243,0.773,0.722,22.008289375,0.3563,"Angelo State University"
"10769",0.7586,20,930,14520,8047,5069,4187,1,0.4099,25.254515599,0.3967,"Concordia University-Texas"
"10772",0.8858,21,6098,2854,2059,4335,5909,1,0.1614,23.131726642,0.334,"Texas A & M University-Corpus Christi"
"10775",0.6209,21,3407,10350,8353,4377,5259,1,0.1702,27.80584297,0.4064,"Dallas Baptist University"
"10776",0.4416,21,290,6900,6392,5508,3434,1,0.3333,28.507109005,0.3333,"Dallas Christian College"
"10783",0.7353,21,1415,9800,6277,4346,4228,0.7064,0.724,21.1124197,0.3502,"East Texas Baptist University"
"10786",0.5365,21,476,3040,2689,4551,5443,1,0.8946,24.913774597,0.338,"Texas A & M University-Commerce"
"10800",0.5154,22,1909,11245,6531,6178,4989,0.7341,0.7235,21.644572526,0.4783,"Hardin-Simmons University"
"10803",0.6713,22,1930,9255,12091,7191,5117,1,0.1298,23.450624291,0.4681,"Houston Baptist University"
"10810",0.6536,22,1397,10500,8348,4770,4138,0.5556,0.6538,22.20906801,0.3791,"Howard Payne University"
"10811",0.9325,16,642,8114,7123,7676,4146,1,0.7636,23.937629938,0.2025,"Huston-Tillotson University"
"10812",0.3259,20,3297,14000,9876,5203,5197,1,0.5692,26.051975052,0.3515,"University of the Incarnate Word"
"10823",0.7179,20,8665,3056,3149,4153,5309,0.7397,0.6385,23.950263158,0.2678,"Lamar University"
"10828",0.3309,19,2908,2403,972,5378,5606,0.8772,0.8917,23.653933865,0.3861,"Texas A & M International University"
"10830",0.7985,25,2895,13240,9631,4956,5133,0.2583,0.6404,30.515972894,0.3926,"LeTourneau University"
"10834",0.7099,21,1640,10992,4121,2752,4305,0.5481,0.4983,24.221750212,0.3568,"Lubbock Christian University"
"10836",0.9197,22,2431,10640,8310,4905,5059,0.595,0.7045,23.135691318,0.4867,"University of Mary Hardin-Baylor"
"10838",0.697,21,1408,12148,7438,5165,4617,0.9744,0.7046,22.03452381,0.4176,"McMurry University"
"10843",0.6812,20,5487,3264,5150,7627,5637,0.6079,0.3302,23.526986825,0.3023,"Midwestern State University"
"10853",0.6916,23,22618,3400,3985,5121,6186,0.6841,0.4503,22.451702128,0.384,"University of North Texas"
"10866",0.2692,18,826,5210,8296,6679,3386,0.6122,0.4717,25.130904184,0.2857,"Paul Quinn College"
"10867",0.9774,17,5717,3232,2089,4104,4723,0.956,1,20.420693744,0.3362,"Prairie View A & M University"
"10872",0.6995,23,3360,13620,10986,5623,5611,0.3794,0.4619,24.913642053,0.5442,"Saint Edward's University"
"10874",0.808,25,1825,13912,7440,5264,6310,1,0.5064,23.245014245,0.4459,"University of St Thomas"
"10881",0.6724,21,711,13002,6738,4943,3828,0.7538,0.5123,24.294797688,0.55,"Schreiner University"
"10883",0.8516,22,2725,15016,11253,6510,6613,0.5615,1,20.818040435,0.6055,"St Mary's University"
"10893",0.6107,27,1266,17570,11350,11529,6198,0.7233,1,19.618357488,0.6968,"Southwestern University"
"10894",0.7649,21,9809,2930,2502,3948,5195,0.8408,0.7053,21.897371715,0.3861,"Stephen F Austin State University"
"10895",0.5648,21,21095,3750,3416,4054,5677,0.7074,0.968,22.599617316,0.4541,"Texas State University"
"10896",0.5821,20,956,10628,5659,4892,3757,1,0.2718,24.505928854,0.359,"Southwestern Adventist University"
"10899",0.8531,20,6915,3444,2561,3798,5077,0.6465,0.5271,23.880239521,0.383,"Tarleton State University"
"10907",0.9859,18,5232,2534,2843,5304,5278,0.9224,0.5933,23.21116188,0.2609,"Texas A & M University-Kingsville"
"10908",0.8426,22,1517,3486,4418,5016,5853,0.8966,0.7369,20.493162155,0.313,"TEXAS A & M UNIVERSITY-GALVESTON"
"10909",0.6814,25,36743,4748,5350,10068,7898,0.8891,0.756,20.493162155,0.749,"Texas A & M University-College Station"
"10910",0.851,22,17340,3404,4111,4241,6298,0.636,0.3494,23.728693898,0.3642,"The University of Texas at Arlington"
"10911",0.6075,25,38748,3950,5034,7573,8058,0.7419,0.7789,20.607520254,0.7145,"The University of Texas at Austin"
"10912",0.4919,25,7905,3935,4191,6324,8915,0.6252,0.3757,24.287111111,0.5233,"The University of Texas at Dallas"
"10918",0.7137,24,6662,16340,14413,8865,7119,0.9742,0.7905,20.804718218,0.6389,"Texas Christian University"
"10921",0.7877,22,1326,14550,6975,4244,4752,0.584,0.8621,20.492434663,0.5571,"Texas Lutheran University"
"10923",0.9293,20,18374,3112,3119,3752,6342,0.5408,0.4173,23.4681255,0.2585,"The University of Texas at San Antonio"
"10927",0.6899,24,22768,3867,4212,5447,6672,0.8507,0.651,20.97793416,0.5173,"Texas Tech University"
"10929",0.5493,20,1255,11276,9211,6060,6406,1,0.3358,25.086848635,0.3941,"Texas Wesleyan University"
"10930",0.7538,18,4810,3180,3923,6112,5320,0.9394,0.3854,25.478073329,0.3911,"Texas Woman's University"
"10943",0.9848,20,4904,8060,4135,3785,4198,0.9894,0.7054,29.341634738,0.3333,"Wayland Baptist University"
"10945",0.7253,20,5409,2581,2833,3836,5117,0.7199,0.1857,23.609803165,0.3569,"West Texas A & M University"
"10952",0.7225,26,29379,3060,5840,16028,7367,0.9954,0.7753,22.024532264,0.7109,"Brigham Young University-Provo"
"10973",0.8403,21,4183,2350,1690,3199,4838,0.7091,0.47,22.861363636,0.3019,"Southern Utah University"
"10977",0.885,23,16240,2898,2572,5522,6080,0.9423,0.4801,23.242232683,0.5667,"Utah State University"
"10980",0.8999,23,21760,3324,3761,7612,7253,0.9799,0.7433,23.868700427,0.4883,"University of Utah"
"10985",0.8228,21,1573,5504,7252,4650,4522,0.503,0.6841,21.959498554,0.4844,"Castleton University"
"10986",0.6759,21,2466,12295,12936,6239,5218,1,0.6268,22.049283154,0.6682,"Champlain College"
"10989",0.7122,22,642,18750,11809,5302,4432,0.6167,0.7759,20.406649616,0.4,"Green Mountain College"
"10992",0.8472,27,312,19660,12578,9477,4506,1,0.7143,21.072625698,0.3103,"Marlboro College"
"10995",0.8164,22,1730,16710,10473,8046,5696,0.6044,0.8318,21.143510055,0.48,"Norwich University"
"11004",0.7151,25,7601,8994,13669,9993,5868,0.8026,0.6579,20.791425965,0.6959,"University of Vermont"
"11008",0.9025,18,1975,15800,6587,4592,4503,0.2243,0.3755,28.194552529,0.4027,"Averett University"
"11010",0.7375,19,858,9795,8482,3646,3774,0.2991,0.7939,29.337175793,0.4679,"Bluefield College"
"11013",0.3464,30,5652,5092,6812,7478,7866,0.7666,0.8524,19.821745562,0.9059,"College of William and Mary"
"11017",0.482,22,5015,3626,1989,3747,5914,0.5993,0.742,20.815623205,0.3636,"Christopher Newport University"
"11026",0.7766,23,959,14800,8539,6442,5069,0.6598,0.7572,20.198717949,0.6016,"Emory & Henry College"
"11027",0.7707,23,979,16324,8780,7155,4200,0.7941,0.6957,23.962900506,0.6316,"Eastern Mennonite University"
"11032",0.697,24,1038,19893,12425,9393,5797,0.9252,0.9524,19.625,0.6202,"Hampden-Sydney College"
"11033",0.6153,22,3929,12252,4156,4634,5453,0.7085,0.7933,20.816287879,0.5954,"Hampton University"
"11039",0.6433,24,14403,4288,3411,4515,6035,1,0.7856,19.983473113,0.7827,"James Madison University"
"11043",0.7978,21,6446,9840,11216,5184,4239,0.7449,0.2417,24.697786132,0.5124,"Liberty University"
"11047",0.7224,20,1638,20185,11144,7781,5544,0.5638,0.8218,21.170930233,0.6098,"Lynchburg College"
"11049",0.7701,22,1400,17690,6924,7726,5442,0.4044,0.5375,24.476470588,0.4893,"Mary Baldwin College"
"11050",0.5952,27,4275,3934,3539,4556,5761,0.6478,0.9675,21.417601381,0.6968,"University of Mary Washington"
"11051",0.8714,20,2046,15732,11628,6580,5782,0.3867,0.5879,24.042001787,0.6226,"Marymount University"
"11058",0.7745,18,5810,3075,2020,5321,5395,0.6978,0.697,21.827777778,0.2731,"Norfolk State University"
"11069",0.7809,21,948,20045,12453,7720,5789,1,0.933,19.495934959,0.7139,"Randolph-Macon College"
"11076",0.4116,29,3393,23730,13799,9627,7110,0.6224,1,22.379032258,0.8222,"University of Richmond"
"11080",0.9195,15,700,8670,7761,4567,3758,0.8611,1,23.57989228,0.275,"SAINT PAULS COLLEGE"
"11081",1,19,1330,17510,8888,7333,5684,0.5548,0.2322,22.346618357,0.3984,"Shenandoah University"
"11083",0.525,31,503,13500,5255,4075,3035,0.925,0.6316,20.887804878,0.8776,"Southern Virginia University"
"11089",0.8524,25,558,18910,11862,18788,5975,0.6863,0.5438,19.840909091,0.6129,"Sweet Briar College"
"11093",0.7855,19,1474,3844,3804,4425,5239,1,0.6778,21.813895782,0.4372,"The University of Virginia's College at Wise"
"11098",0.7395,21,15907,3930,3756,9966,6920,0.4891,0.5407,21.952622169,0.3968,"Virginia Commonwealth University"
"11099",0.3902,28,12815,4780,7960,9739,8809,0.8593,0.7375,20.285882816,0.9178,"University of Virginia-Main Campus"
"11100",0.5317,24,1299,6617,5666,8127,6598,1,1,19.565656566,0.6667,"Virginia Military Institute"
"11102",0.756,17,4044,3554,2775,5048,5586,0.6946,0.9965,20.503220917,0.4156,"Virginia State University"
"11106",0.3112,29,1696,21175,11086,13632,8893,1,0.9807,20.167741935,0.877,"Washington and Lee University"
"11130",0.8601,21,8798,3357,3469,4786,5279,0.7355,1,23.936675462,0.4804,"Eastern Washington University"
"11138",0.8202,26,3693,19400,12395,6669,6035,0.9897,0.8142,20.813061714,0.7543,"Gonzaga University"
"11158",0.9191,22,1082,12853,9372,4728,4836,0.8776,0.3825,23.387147335,0.5368,"Northwest University"
"11161",0.8069,23,3086,18500,10523,8043,5574,0.905,0.6112,22.47787043,0.6525,"Pacific Lutheran University"
"11167",0.9211,21,1266,16860,9384,4850,4697,0.8429,0.377,25.715083799,0.3393,"Saint Martin's University"
"11173",0.8197,26,3527,18885,11749,7236,6647,0.7107,0.5848,21.742474916,0.658,"Seattle University"
"11182",0.8556,26,1610,16293,11274,8114,4381,0.9779,0.6732,22.173493976,0.4418,"Walla Walla University"
"11187",0.7436,23,12228,3702,3895,6092,5871,0.5789,0.6522,22.481754818,0.6259,"Western Washington University"
"11189",0.5524,30,1421,24070,13773,9315,5306,0.7321,0.9067,19.652073733,0.8704,"Whitman College"
"11192",0.7985,23,669,14995,8612,6258,3728,0.6818,0.6077,23.165413534,0.4167,"Alderson Broaddus University"
"11198",0.7166,23,885,12000,6031,4760,4610,0.9841,0.8343,20.00204918,0.6078,"Bethany College"
"11199",0.9912,18,2641,2598,1172,3285,4958,0.9535,0.4721,26.637536657,0.2604,"Bluefield State College"
"11202",0.635,21,936,16500,8931,4642,4711,0.5865,0.6832,23.859099804,0.4305,"University of Charleston"
"11204",0.627,21,2871,2962,2948,7342,4721,0.5163,0.8607,21.708461538,0.3058,"Concord University"
"11205",0.7296,20,607,14120,14148,6866,3998,0.6301,0.4979,25.346153846,0.4917,"Davis & Elkins College"
"11206",0.9713,16,5963,2766,1728,3405,5031,0.4543,0.4409,23.368828298,0.3232,"Fairmont State University"
"11213",0.9253,22,11550,2984,2536,4252,5465,0.5914,0.9411,22.36180585,0.3452,"Marshall University"
"11221",0.6281,21,522,9960,8114,3822,3629,1,0.6347,24.333333333,0.3295,"Ohio Valley University"
"11225",0.6454,20,439,13770,6470,3207,4217,1,0.3,21.14893617,0.507,"Salem International University"
"11232",0.9677,19,2442,2748,2940,3207,4682,0.681,0.6137,21.552567237,0.4246,"West Liberty University"
"11233",0.9969,20,2437,3112,1288,3163,4986,0.6316,0.975,22.334358974,0.3107,"West Virginia University Institute of Technology"
"11234",0.8352,23,1560,19300,15828,9000,4630,0.7458,0.9191,19.847522236,0.5491,"West Virginia Wesleyan College"
"11240",0.9376,22,16692,3240,4930,6112,6246,0.7432,0.8173,20.720348205,0.5566,"West Virginia University"
"11241",0.832,22,1297,18290,8653,6660,5235,0.9222,0.6909,23.604743083,0.5477,"Wheeling Jesuit University"
"11248",0.7619,23,176,11543,13708,10704,5440,0.7895,0.5263,24.840425532,0.7826,"Bellin College"
"11249",0.6983,27,1229,23236,10949,8829,5744,0.7279,1,19.661016949,0.662,"Beloit College"
"11252",0.7132,22,3090,13580,6311,3106,4631,0.1095,0.7289,31.025612472,0.2846,"Cardinal Stritch University"
"11253",0.8398,23,2521,16750,8518,4885,5076,0.9,0.7247,22.163378058,0.6,"Carroll University"
"11254",0.8318,23,2388,19150,9118,6304,5304,0.5781,0.8347,21.000788022,0.596,"Carthage College"
"11255",0.7879,21,3958,14560,6705,4310,5183,0.5314,0.8444,27.879661017,0.6102,"Concordia University-Wisconsin"
"11256",0.7856,22,1565,14200,10536,4307,4980,0.3675,0.9889,23.580246914,0.381,"Edgewood College"
"11265",0.768,20,3254,13835,5523,2557,4649,0.1745,0.4893,27.160682226,0.3665,"Lakeland College"
"11267",0.7427,28,1322,23667,12089,10775,5793,0.8012,0.7793,19.648648649,0.6744,"Lawrence University"
"11268",0.6981,22,750,6720,7249,2641,3456,0.907,0.8238,20.163366337,0.4745,"Maranatha Baptist University"
"11269",0.8331,20,1663,14195,7297,3454,4679,0.5108,0.4086,24.316588785,0.4724,"Marian University"
"11270",0.8249,26,7503,19760,10665,5538,6670,0.6093,0.8613,20.533711615,0.7613,"Marquette University"
"11277",0.7187,26,2272,21855,12873,9452,6375,0.5359,0.6978,21.438679245,0.5597,"Milwaukee School of Engineering"
"11279",0.7701,21,1223,14165,10276,8539,4599,0.3966,0.8843,26.754530478,0.5972,"Mount Mary University"
"11284",0.8512,24,717,16600,8582,4528,4645,0.5455,0.748,21.304824561,0.4316,"Northland College"
"11285",0.8351,24,958,19500,7820,9240,5109,0.6154,0.8711,19.695348837,0.5858,"Ripon College"
"11287",0.8273,24,1954,19084,10539,5312,5406,0.9626,0.8975,19.949095023,0.7461,"Saint Norbert College"
"11289",0.4651,19,485,13650,6212,4764,4138,0.2281,1,28.116104869,0.4828,"Silver Lake College of the Holy Family"
"11295",0.8023,22,1731,14300,6660,3935,4590,0.6434,0.5441,24.018112488,0.4718,"Viterbo University"
"11299",0.8605,22,9192,3633,3049,4103,5910,0.8009,0.7351,20.925976885,0.5419,"University of Wisconsin-Whitewater"
"11303",0.7662,24,10167,3720,2956,4414,5981,0.5633,0.7474,20.960966543,0.5396,"University of Wisconsin-Eau Claire"
"11304",0.8773,23,5079,4023,2278,4120,5495,0.8854,0.6474,22.135173727,0.4079,"University of Wisconsin-Green Bay"
"11305",0.6903,24,7899,3804,2906,4234,5985,0.827,0.804,20.561001789,0.584,"University of Wisconsin-La Crosse"
"11306",0.7852,25,662,15096,7141,6166,4483,0.6098,0.8681,19.887788779,0.7327,"Wisconsin Lutheran College"
"11307",0.8741,22,9500,3460,2726,5068,5959,0.6903,0.4809,21.659200814,0.4424,"University of Wisconsin-Oshkosh"
"11308",0.9247,20,4341,3532,2389,4572,5731,0.6299,0.5195,22.482932289,0.2574,"University of Wisconsin-Parkside"
"11310",0.7902,22,7247,3758,2835,4483,5818,0.756,0.6435,21.545006165,0.4847,"University of Wisconsin-Stout"
"11311",0.9669,22,2473,3461,2675,4851,5768,0.6831,0.4011,24.267413931,0.3279,"University of Wisconsin-Superior"
"11312",0.7108,27,28363,4423,5990,9707,8735,0.7657,0.7205,20.631729148,0.7514,"University of Wisconsin-Madison"
